Centre_X,Centre_Y,Diameter_Max
-6.3308,125.2685,23.9727
6.5942,12.3030,24.0701
-135.6850,-3.8241,23.8650
-6.3423,-3.8351,23.8585
135.9370,-3.8489,23.7537
6.5806,-132.9420,23.6385
