Centre_X,Centre_Y,Diameter_Stdev
-6.3308,125.2685,0.6940
6.5942,12.3030,0.7190
-135.6850,-3.8241,0.6600
-6.3423,-3.8351,0.6960
135.9370,-3.8489,0.6800
6.5806,-132.9420,0.6940
