Centre_X,Centre_Y,Roundness_Min
-6.3308,125.2685,92.4137
6.5942,12.3030,91.4890
-135.6850,-3.8241,91.6628
-6.3423,-3.8351,92.3963
135.9370,-3.8489,91.6465
6.5806,-132.9420,92.7614
