Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3308,125.2685,5.9396
6.5942,12.3030,3.9841
-135.6850,-3.8241,0.0000
-6.3423,-3.8351,0.0000
135.9370,-3.8489,0.0000
6.5806,-132.9420,0.0000
