Centre_X,Centre_Y,Roundness_Min
-2.1723,141.4460,96.0217
144.0680,5.0458,94.8062
-15.9231,5.0936,95.3156
-143.9165,-2.6623,94.8271
11.4993,-10.4985,95.3166
2.3200,-139.0635,94.7163
