Centre_X,Centre_Y,Diameter_Avg
-2.1723,141.4460,84.9630
144.0680,5.0458,86.4160
-15.9231,5.0936,84.7490
-143.9165,-2.6623,86.0980
11.4993,-10.4985,84.4350
2.3200,-139.0635,84.8650
