Centre_X,Centre_Y,Diameter_Max
-2.1723,141.4460,87.6296
144.0680,5.0458,94.8765
-15.9231,5.0936,86.1571
-143.9165,-2.6623,87.6727
11.4993,-10.4985,86.0168
2.3200,-139.0635,86.3234
