Centre_X,Centre_Y,Diameter_Min
-2.1723,141.4460,83.1382
144.0680,5.0458,84.0234
-15.9231,5.0936,83.3694
-143.9165,-2.6623,84.8237
11.4993,-10.4985,82.9473
2.3200,-139.0635,83.4690
