Centre_X,Centre_Y,Diameter_Stdev
-2.1723,141.4460,0.9500
144.0680,5.0458,2.0650
-15.9231,5.0936,0.4820
-143.9165,-2.6623,0.5360
11.4993,-10.4985,0.5000
2.3200,-139.0635,0.5260
