Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
D26-14,60,149,-6.6032,126.0250,21.2217,97.9169,353.7120,0.0000,0.0000,Pass
D26-14,60,150,-6.4031,126.0260,21.6330,97.8945,367.5560,0.0000,0.0000,Pass
D26-14,60,173,-6.2972,125.9950,21.4302,97.5208,360.6950,0.0000,0.0000,Pass
D26-14,60,174,-6.2491,125.9950,21.3499,97.6226,358.0000,0.0000,0.0000,Pass
D26-14,60,175,-6.1670,125.9950,21.2180,96.4371,353.5890,0.0000,0.0000,Pass
D26-14,60,176,-6.1192,125.9950,21.3791,95.1282,358.9800,0.0000,0.0000,Pass
D26-14,60,177,-6.0370,125.9960,21.2694,97.0074,355.3050,0.0000,0.0000,Pass
D26-14,60,178,-5.9892,125.9960,21.2914,93.5167,356.0400,0.0000,0.0000,Pass
D26-14,60,179,-5.9070,125.9960,21.1812,94.2472,352.3640,0.0000,0.0000,Pass
D26-14,60,180,-5.8589,125.9970,21.1775,96.1875,352.2420,0.0000,0.0000,Pass
D26-14,60,181,-5.7769,125.9970,21.4411,94.7381,361.0630,0.0000,0.0000,Pass
D26-14,60,182,-5.7285,125.9970,21.6546,95.1840,368.2920,0.0000,0.0000,Pass
D26-14,60,286,-6.8785,125.9280,21.1959,96.7246,352.8540,0.0000,0.0000,Pass
D26-14,60,287,-6.7665,125.9280,21.3536,94.0616,358.1220,0.0000,0.0000,Pass
D26-14,60,293,-6.2319,125.8820,21.4774,97.6120,362.2880,0.0000,0.0000,Pass
D26-14,60,294,-6.1838,125.8820,21.5065,98.0974,363.2680,0.0000,0.0000,Pass
D26-14,60,295,-5.9717,125.8830,21.6438,97.6328,367.9240,0.0000,0.0000,Pass
D26-14,60,296,-5.9237,125.8830,21.4192,96.5449,360.3280,0.0000,0.0000,Pass
D26-14,60,337,-6.6028,125.8680,20.9926,95.7121,346.1160,0.0000,0.0000,Pass
D26-14,60,338,-6.4026,125.8690,21.6762,98.8970,369.0270,0.0000,0.0000,Pass
D26-14,60,367,-6.6025,125.7900,21.2327,94.9147,354.0790,0.0000,0.0000,Pass
