Centre_X,Centre_Y,Diameter_Max
-2.2119,141.4690,87.5584
144.0285,5.0682,97.9370
-15.9634,5.1165,86.3969
-143.9570,-2.6388,87.5398
11.4594,-10.4758,86.0047
2.2798,-139.0415,86.7357
