Centre_X,Centre_Y,Diameter_Stdev
-6.3184,125.2350,0.7210
6.6054,12.2685,0.7030
-135.6725,-3.8568,0.6610
-6.3309,-3.8696,0.6870
135.9485,-3.8859,0.6890
6.5902,-132.9760,0.6700
