Centre_X,Centre_Y,LargestVoidPercent
-6.3184,125.2350,0.0000
6.6054,12.2685,0.0000
-135.6725,-3.8568,0.0000
-6.3309,-3.8696,0.0000
135.9485,-3.8859,0.0000
6.5902,-132.9760,0.0000
