Centre_X,Centre_Y,Roundness_Min
-6.3184,125.2350,89.6334
6.6054,12.2685,90.4533
-135.6725,-3.8568,90.0824
-6.3309,-3.8696,90.5911
135.9485,-3.8859,89.8345
6.5902,-132.9760,88.1775
