Centre_X,Centre_Y,Diameter_Min
-6.3184,125.2350,19.9247
6.6054,12.2685,20.2889
-135.6725,-3.8568,19.9566
-6.3309,-3.8696,20.2967
135.9485,-3.8859,20.2967
6.5902,-132.9760,20.3593
