Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
D86-01_03,165,1,-2.1394,143.0560,87.0030,96.8974,5945.0900,0.0000,0.0000,Pass
D86-01_03,165,2,-1.8390,143.0570,87.3535,98.0990,5993.0800,0.0000,0.0000,Pass
D86-01_03,165,3,-0.7850,143.0600,87.7629,96.4566,6049.3900,0.0000,0.0000,Pass
D86-01_03,165,7,-3.6431,143.0510,87.2088,96.4284,5973.2500,0.0000,0.0000,Pass
D86-01_03,165,8,-3.4926,143.0520,87.3395,97.8961,5991.1700,0.0000,0.0000,Pass
D86-01_03,165,9,-3.3426,143.0520,87.3675,97.1483,5995.0000,0.0000,0.0000,Pass
D86-01_03,165,10,-3.1921,143.0520,87.0592,96.3937,5952.7700,0.0000,0.0000,Pass
D86-01_03,165,11,-3.0425,143.0530,86.9937,97.1232,5943.8100,0.0000,0.0000,Pass
D86-01_03,165,12,-2.8915,143.0530,86.7076,97.4233,5904.7800,0.0000,0.0000,Pass
D86-01_03,165,13,-2.7413,143.0540,86.9656,97.2674,5939.9800,0.0000,0.0000,Pass
D86-01_03,165,14,-2.5907,143.0540,87.0873,97.9579,5956.6100,0.0000,0.0000,Pass
D86-01_03,165,15,-2.4399,143.0550,86.4676,97.5067,5872.1500,0.0000,0.0000,Pass
D86-01_03,165,16,-2.2903,143.0550,87.2882,99.0177,5984.1300,0.0000,0.0000,Pass
D86-01_03,165,17,-1.9897,143.0560,86.4723,96.8242,5872.7900,0.0000,0.0000,Pass
D86-01_03,165,18,-1.6883,143.0570,87.0639,97.5634,5953.4100,0.0000,0.0000,Pass
D86-01_03,165,19,-1.5381,143.0580,86.8109,96.1334,5918.8600,0.0000,0.0000,Pass
D86-01_03,165,20,-1.3874,143.0580,87.3162,96.8232,5987.9700,0.0000,0.0000,Pass
D86-01_03,165,21,-1.2370,143.0580,87.4327,97.8534,6003.9600,0.0000,0.0000,Pass
D86-01_03,165,22,-1.0868,143.0590,87.6793,96.8262,6037.8800,0.0000,0.0000,Pass
D86-01_03,165,23,-0.9360,143.0600,87.7350,96.1962,6045.5500,0.0000,0.0000,Pass
D86-01_03,165,31,-3.3419,142.9010,86.9890,96.8072,5943.1700,0.0000,0.0000,Pass
D86-01_03,165,32,-2.5903,142.9030,86.5853,97.9436,5888.1500,0.0000,0.0000,Pass
D86-01_03,165,33,-2.1396,142.9060,86.1703,97.7278,5831.8400,0.0000,0.0000,Pass
D86-01_03,165,34,-1.8384,142.9060,86.7123,98.3475,5905.4200,0.0000,0.0000,Pass
D86-01_03,165,35,-1.6885,142.9070,86.3309,98.7094,5853.5900,0.0000,0.0000,Pass
D86-01_03,165,36,-1.5380,142.9070,86.3262,97.7377,5852.9500,0.0000,0.0000,Pass
D86-01_03,165,37,-1.0863,142.9090,86.7498,97.3683,5910.5400,0.0000,0.0000,Pass
D86-01_03,165,38,-0.9356,142.9090,87.5491,96.9527,6019.9600,0.0000,0.0000,Pass
D86-01_03,165,40,-3.6433,142.9010,86.4582,96.8286,5870.8700,0.0000,0.0000,Pass
D86-01_03,165,41,-3.4925,142.9010,86.8578,97.4724,5925.2600,0.0000,0.0000,Pass
D86-01_03,165,42,-3.1918,142.9020,86.9515,96.6099,5938.0600,0.0000,0.0000,Pass
D86-01_03,165,43,-3.0416,142.9020,86.4252,97.1402,5866.3900,0.0000,0.0000,Pass
D86-01_03,165,44,-2.8909,142.9020,86.1940,98.1524,5835.0400,0.0000,0.0000,Pass
D86-01_03,165,45,-2.7412,142.9030,86.5524,97.4159,5883.6700,0.0000,0.0000,Pass
D86-01_03,165,46,-2.4397,142.9040,86.0142,98.0662,5810.7200,0.0000,0.0000,Pass
D86-01_03,165,47,-2.2899,142.9050,86.5947,97.8171,5889.4300,0.0000,0.0000,Pass
D86-01_03,165,48,-1.9892,142.9050,86.2695,97.9122,5845.2700,0.0000,0.0000,Pass
D86-01_03,165,49,-1.3873,142.9080,86.9140,98.6679,5932.9400,0.0000,0.0000,Pass
D86-01_03,165,50,-1.2360,142.9080,87.0452,97.2612,5950.8500,0.0000,0.0000,Pass
D86-01_03,165,51,-0.7847,142.9100,87.4188,96.8679,6002.0400,0.0000,0.0000,Pass
D86-01_03,165,59,-3.6426,142.7500,86.6935,96.5268,5902.8600,0.0000,0.0000,Pass
D86-01_03,165,60,-3.4920,142.7500,86.0899,99.1664,5820.9600,0.0000,0.0000,Pass
D86-01_03,165,61,-3.3422,142.7510,86.2459,96.8566,5842.0700,0.0000,0.0000,Pass
D86-01_03,165,62,-3.0416,142.7520,85.9384,97.8328,5800.4800,0.0000,0.0000,Pass
D86-01_03,165,63,-2.8909,142.7520,86.1325,97.9636,5826.7200,0.0000,0.0000,Pass
D86-01_03,165,64,-2.7409,142.7530,85.7438,98.2425,5774.2500,0.0000,0.0000,Pass
D86-01_03,165,65,-2.2894,142.7530,86.0568,96.9387,5816.4800,0.0000,0.0000,Pass
D86-01_03,165,66,-2.1393,142.7550,85.8577,99.0581,5789.6000,0.0000,0.0000,Pass
D86-01_03,165,67,-1.9883,142.7550,86.2365,98.1091,5840.7900,0.0000,0.0000,Pass
D86-01_03,165,68,-1.8385,142.7560,85.9241,99.2535,5798.5600,0.0000,0.0000,Pass
D86-01_03,165,69,-1.6882,142.7560,85.8483,97.2039,5788.3200,0.0000,0.0000,Pass
D86-01_03,165,70,-1.5374,142.7570,86.3403,98.1987,5854.8700,0.0000,0.0000,Pass
D86-01_03,165,71,-1.3861,142.7570,86.7217,98.1231,5906.7000,0.0000,0.0000,Pass
D86-01_03,165,72,-0.9354,142.7580,86.7217,97.1610,5906.7000,0.0000,0.0000,Pass
D86-01_03,165,73,-0.7845,142.7590,86.9234,97.3304,5934.2200,0.0000,0.0000,Pass
D86-01_03,165,77,-3.1915,142.7520,86.1561,97.3207,5829.9200,0.0000,0.0000,Pass
D86-01_03,165,78,-2.5900,142.7530,86.2979,97.8989,5849.1100,0.0000,0.0000,Pass
D86-01_03,165,79,-2.4396,142.7540,85.7438,98.6088,5774.2500,0.0000,0.0000,Pass
D86-01_03,165,80,-1.2357,142.7580,86.2081,98.6498,5836.9500,0.0000,0.0000,Pass
D86-01_03,165,81,-1.0857,142.7580,86.8859,97.9586,5929.1000,0.0000,0.0000,Pass
D86-01_03,165,85,-1.2363,142.6070,86.3262,97.9301,5852.9500,0.0000,0.0000,Pass
D86-01_03,165,89,-3.6418,142.6000,85.9289,96.8579,5799.2000,0.0000,0.0000,Pass
D86-01_03,165,90,-3.4915,142.6000,86.1088,97.9085,5823.5200,0.0000,0.0000,Pass
D86-01_03,165,91,-3.3416,142.6010,86.3451,98.3050,5855.5100,0.0000,0.0000,Pass
D86-01_03,165,92,-3.1910,142.6010,85.9241,98.3100,5798.5600,0.0000,0.0000,Pass
D86-01_03,165,93,-3.0406,142.6010,85.5869,98.0785,5753.1300,0.0000,0.0000,Pass
D86-01_03,165,94,-2.8905,142.6020,86.0000,97.8608,5808.8000,0.0000,0.0000,Pass
D86-01_03,165,95,-2.7398,142.6020,86.0663,97.8636,5817.7600,0.0000,0.0000,Pass
D86-01_03,165,96,-2.5895,142.6030,86.0521,98.3892,5815.8400,0.0000,0.0000,Pass
D86-01_03,165,97,-2.4393,142.6030,85.8245,98.2120,5785.1300,0.0000,0.0000,Pass
D86-01_03,165,98,-2.2894,142.6030,86.0899,98.8100,5820.9600,0.0000,0.0000,Pass
D86-01_03,165,99,-2.1387,142.6040,85.5297,98.6117,5745.4500,0.0000,0.0000,Pass
D86-01_03,165,100,-1.9886,142.6050,85.9810,99.2153,5806.2400,0.0000,0.0000,Pass
D86-01_03,165,101,-1.8378,142.6050,85.8388,98.5007,5787.0400,0.0000,0.0000,Pass
D86-01_03,165,102,-1.6873,142.6060,85.8055,98.2939,5782.5700,0.0000,0.0000,Pass
D86-01_03,165,103,-1.5376,142.6060,85.7913,98.3815,5780.6500,0.0000,0.0000,Pass
D86-01_03,165,104,-1.3859,142.6070,86.0284,99.0135,5812.6400,0.0000,0.0000,Pass
D86-01_03,165,105,-1.0861,142.6070,86.5947,97.9731,5889.4300,0.0000,0.0000,Pass
D86-01_03,165,106,-0.9350,142.6080,86.7498,97.5595,5910.5400,0.0000,0.0000,Pass
D86-01_03,165,107,-0.7839,142.6090,86.4299,98.0157,5867.0300,0.0000,0.0000,Pass
D86-01_03,165,115,-3.4904,142.4500,86.0378,98.0580,5813.9200,0.0000,0.0000,Pass
D86-01_03,165,116,-3.3409,142.4500,86.6512,98.1799,5897.1000,0.0000,0.0000,Pass
D86-01_03,165,117,-3.1906,142.4510,86.5477,98.2888,5883.0300,0.0000,0.0000,Pass
D86-01_03,165,118,-3.0400,142.4510,85.8245,98.5726,5785.1300,0.0000,0.0000,Pass
D86-01_03,165,119,-2.7399,142.4520,86.0568,99.1051,5816.4800,0.0000,0.0000,Pass
D86-01_03,165,120,-2.5891,142.4520,86.4959,98.9282,5875.9900,0.0000,0.0000,Pass
D86-01_03,165,121,-2.1384,142.4540,85.8767,99.3884,5792.1600,0.0000,0.0000,Pass
D86-01_03,165,122,-1.9878,142.4540,85.6963,98.3929,5767.8500,0.0000,0.0000,Pass
D86-01_03,165,123,-1.6873,142.4550,85.8625,98.4537,5790.2400,0.0000,0.0000,Pass
D86-01_03,165,124,-1.5367,142.4560,86.0994,98.1198,5822.2400,0.0000,0.0000,Pass
D86-01_03,165,125,-1.3861,142.4560,85.9905,98.1398,5807.5200,0.0000,0.0000,Pass
D86-01_03,165,126,-0.7838,142.4580,86.0852,98.4865,5820.3200,0.0000,0.0000,Pass
D86-01_03,165,128,-3.6412,142.4490,85.7676,97.2281,5777.4500,0.0000,0.0000,Pass
