Centre_X,Centre_Y,Roundness_Min
-2.2417,141.8310,96.9332
144.0015,5.4333,88.8716
-15.9900,5.4781,96.9490
-143.9825,-2.2821,97.1308
11.4334,-10.1142,96.9138
2.2579,-138.6800,95.4503
