Centre_X,Centre_Y,LargestVoidArea
-2.2417,141.8310,0.0000
144.0015,5.4333,0.0000
-15.9900,5.4781,0.0000
-143.9825,-2.2821,0.0000
11.4334,-10.1142,0.0000
2.2579,-138.6800,0.0000
