Centre_X,Centre_Y,Roundness_Min
-2.1692,141.4545,95.9044
144.0690,5.0524,95.0915
-15.9216,5.1019,94.9966
-143.9150,-2.6531,95.1820
11.5006,-10.4902,95.2479
2.3202,-139.0560,94.9028
