Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.1692,141.4545,0.0000
144.0690,5.0524,0.0000
-15.9216,5.1019,0.0000
-143.9150,-2.6531,0.0000
11.5006,-10.4902,0.0000
2.3202,-139.0560,0.0000
