Centre_X,Centre_Y,Diameter_Stdev
-2.1692,141.4545,0.9460
144.0690,5.0524,1.8800
-15.9216,5.1019,0.4480
-143.9150,-2.6531,0.5060
11.5006,-10.4902,0.4740
2.3202,-139.0560,0.4810
