Centre_X,Centre_Y,Diameter_Avg
-2.1692,141.4545,85.4190
144.0690,5.0524,86.8500
-15.9216,5.1019,85.2940
-143.9150,-2.6531,86.6860
11.5006,-10.4902,85.0510
2.3202,-139.0560,85.3890
