Centre_X,Centre_Y,Diameter_Min
-2.1692,141.4545,83.4645
144.0690,5.0524,84.6321
-15.9216,5.1019,83.9739
-143.9150,-2.6531,85.7575
11.5006,-10.4902,83.6813
2.3202,-139.0560,84.1446
