Centre_X,Centre_Y,Diameter_Max
-2.1692,141.4545,88.0122
144.0690,5.0524,95.1507
-15.9216,5.1019,86.6115
-143.9150,-2.6531,88.1150
11.5006,-10.4902,86.4195
2.3202,-139.0560,86.6551
