Centre_X,Centre_Y,Diameter_Min
-6.3208,125.2420,24.9222
6.6033,12.2760,25.0878
-135.6745,-3.8497,24.8903
-6.3332,-3.8615,25.0306
135.9460,-3.8764,15.6974
6.5893,-132.9690,25.0306
