Centre_X,Centre_Y,Diameter_Stdev
-6.3208,125.2420,0.1390
6.6033,12.2760,0.1380
-135.6745,-3.8497,0.1240
-6.3332,-3.8615,0.1390
135.9460,-3.8764,0.4640
6.5893,-132.9690,0.1480
