Centre_X,Centre_Y,Diameter_Max
-6.3208,125.2420,25.6958
6.6033,12.2760,26.0588
-135.6745,-3.8497,25.5965
-6.3332,-3.8615,26.1867
135.9460,-3.8764,25.8256
6.5893,-132.9690,26.0221
