Centre_X,Centre_Y,Diameter_Avg
-6.3208,125.2420,25.2540
6.6033,12.2760,25.5970
-135.6745,-3.8497,25.2310
-6.3332,-3.8615,25.6150
135.9460,-3.8764,25.4490
6.5893,-132.9690,25.6390
