Centre_X,Centre_Y,Roundness_Min
-6.3208,125.2420,91.4466
6.6033,12.2760,91.5453
-135.6745,-3.8497,92.1164
-6.3332,-3.8615,92.1511
135.9460,-3.8764,67.9064
6.5893,-132.9690,91.4921
