Centre_X,Centre_Y,Diameter_Stdev
-6.3304,125.2720,0.1330
6.5968,12.3046,0.8840
-135.6815,-3.8239,0.1180
-6.3392,-3.8326,0.4940
135.9405,-3.8436,0.1450
6.5864,-132.9390,0.1550
