Centre_X,Centre_Y,Diameter_Max
-6.3304,125.2720,25.9240
6.5968,12.3046,26.0832
-135.6815,-3.8239,25.8810
-6.3392,-3.8326,26.0771
135.9405,-3.8436,25.8256
6.5864,-132.9390,26.0098
