Centre_X,Centre_Y,Diameter_Min
-6.3304,125.2720,25.2270
6.5968,12.3046,13.9698
-135.6815,-3.8239,25.0369
-6.3392,-3.8326,15.0556
135.9405,-3.8436,24.9924
6.5864,-132.9390,25.1321
