Centre_X,Centre_Y,VoidNumberTotal
-6.3304,125.2720,0.0000
6.5968,12.3046,0.0000
-135.6815,-3.8239,0.0000
-6.3392,-3.8326,0.0000
135.9405,-3.8436,0.0000
6.5864,-132.9390,0.0000
