Centre_X,Centre_Y,Diameter_Min
-6.3167,125.2845,20.0808
6.6068,12.3183,20.2399
-135.6730,-3.8085,20.2738
-6.3299,-3.8195,20.2851
135.9500,-3.8335,20.4090
6.5917,-132.9270,20.3753
