Centre_X,Centre_Y,Diameter_Avg
-6.3167,125.2845,20.7810
6.6068,12.3183,20.9390
-135.6730,-3.8085,20.9600
-6.3299,-3.8195,21.0940
135.9500,-3.8335,21.0150
6.5917,-132.9270,21.1430
