Centre_X,Centre_Y,Diameter_Max
-6.3167,125.2845,21.9557
6.6068,12.3183,22.1324
-135.6730,-3.8085,22.0494
-6.3299,-3.8195,22.4510
135.9500,-3.8335,22.0598
6.5917,-132.9270,22.2150
