Centre_X,Centre_Y,Roundness_Min
-6.3167,125.2845,88.6121
6.6068,12.3183,89.7361
-135.6730,-3.8085,88.9888
-6.3299,-3.8195,89.0841
135.9500,-3.8335,88.4117
6.5917,-132.9270,88.5939
