Centre_X,Centre_Y,Diameter_Max
-6.4049,125.2355,28.0266
-6.4159,12.2696,25.1540
-135.7520,12.2808,24.8484
6.5173,-3.8692,24.8996
135.8645,-3.8786,35.6446
6.5082,-132.9750,24.8484
