Centre_X,Centre_Y,Diameter_Min
-6.3152,125.2290,24.8519
6.6065,12.2628,25.0433
-135.6725,-3.8609,24.8198
-6.3300,-3.8749,25.1004
135.9495,-3.8924,25.1195
6.5897,-132.9820,24.9286
