Centre_X,Centre_Y,Diameter_Max
-6.3152,125.2290,25.7392
6.6065,12.2628,26.1015
-135.6725,-3.8609,25.6338
-6.3300,-3.8749,26.1076
135.9495,-3.8924,26.0832
6.5897,-132.9820,25.8194
