Centre_X,Centre_Y,Diameter_Avg
-6.3152,125.2290,25.2780
6.6065,12.2628,25.5790
-135.6725,-3.8609,25.2230
-6.3300,-3.8749,25.5730
135.9495,-3.8924,25.5400
6.5897,-132.9820,25.4250
