Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3152,125.2290,0.0000
6.6065,12.2628,0.0000
-135.6725,-3.8609,0.0000
-6.3300,-3.8749,0.0000
135.9495,-3.8924,0.0000
6.5897,-132.9820,0.0000
