Centre_X,Centre_Y,Diameter_Stdev
-6.3204,125.2795,0.1360
6.6027,12.3126,0.1350
-135.6765,-3.8117,0.1180
-6.3337,-3.8247,0.1330
135.9465,-3.8409,0.1250
6.5873,-132.9320,0.1570
