Centre_X,Centre_Y,LargestVoidArea
-6.3204,125.2795,0.0000
6.6027,12.3126,0.0000
-135.6765,-3.8117,0.0000
-6.3337,-3.8247,0.0000
135.9465,-3.8409,0.0000
6.5873,-132.9320,0.0000
