Centre_X,Centre_Y,Diameter_Avg
-6.3204,125.2795,25.3510
6.6027,12.3126,25.6690
-135.6765,-3.8117,25.3250
-6.3337,-3.8247,25.6620
135.9465,-3.8409,25.6500
6.5873,-132.9320,25.5150
