Centre_X,Centre_Y,Roundness_Min
-6.3204,125.2795,91.9891
6.6027,12.3126,91.8373
-135.6765,-3.8117,91.5462
-6.3337,-3.8247,92.0406
135.9465,-3.8409,90.9493
6.5873,-132.9320,92.0075
