Centre_X,Centre_Y,Diameter_Min
-6.3290,125.2795,20.9007
6.5951,12.3134,21.0028
-135.6850,-3.8129,20.9640
-6.3418,-3.8238,21.0754
135.9380,-3.8378,21.0367
6.5800,-132.9320,20.9397
