Centre_X,Centre_Y,VoidNumberTotal
-6.3290,125.2795,0.0000
6.5951,12.3134,0.0000
-135.6850,-3.8129,0.0000
-6.3418,-3.8238,1.0000
135.9380,-3.8378,0.0000
6.5800,-132.9320,0.0000
