Centre_X,Centre_Y,Diameter_Avg
-6.3290,125.2795,21.4960
6.5951,12.3134,21.5670
-135.6850,-3.8129,21.4790
-6.3418,-3.8238,21.6570
135.9380,-3.8378,21.6200
6.5800,-132.9320,21.5500
