Centre_X,Centre_Y,Roundness_Min
-6.3290,125.2795,90.5648
6.5951,12.3134,90.2562
-135.6850,-3.8129,89.1717
-6.3418,-3.8238,90.4070
135.9380,-3.8378,89.9930
6.5800,-132.9320,90.2356
