Centre_X,Centre_Y,Diameter_Stdev
-6.3290,125.2795,0.3540
6.5951,12.3134,0.3430
-135.6850,-3.8129,0.3330
-6.3418,-3.8238,0.3520
135.9380,-3.8378,0.3420
6.5800,-132.9320,0.3580
