Centre_X,Centre_Y,Diameter_Max
-6.3290,125.2795,22.4834
6.5951,12.3134,22.6954
-135.6850,-3.8129,22.4516
-6.3418,-3.8238,22.6998
135.9380,-3.8378,22.6189
6.5800,-132.9320,22.6189
