Centre_X,Centre_Y,Diameter_Min
-2.2349,141.8380,67.6382
144.0055,5.4377,65.0254
-15.9858,5.4864,68.6471
-143.9795,-2.2700,68.6680
11.4372,-10.1058,68.2286
2.2580,-138.6715,68.2076
