Centre_X,Centre_Y,LargestVoidPercent
-2.2349,141.8380,0.0000
144.0055,5.4377,0.0000
-15.9858,5.4864,0.0000
-143.9795,-2.2700,0.0000
11.4372,-10.1058,0.0000
2.2580,-138.6715,0.0000
