Centre_X,Centre_Y,Diameter_Stdev
-2.2160,141.5285,0.6630
144.0230,5.1270,1.7830
-15.9676,5.1765,0.4440
-143.9610,-2.5792,0.4700
11.4548,-10.4164,0.4430
2.2748,-138.9825,0.4380
