Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.2160,141.5285,0.0000
144.0230,5.1270,0.0000
-15.9676,5.1765,0.0000
-143.9610,-2.5792,0.0000
11.4548,-10.4164,0.0000
2.2748,-138.9825,0.0000
