Centre_X,Centre_Y,Diameter_Stdev
-6.3147,125.2350,0.4090
6.6083,12.2679,0.3740
-135.6720,-3.8575,0.3980
-6.3285,-3.8692,0.5560
135.9515,-3.8861,2.0390
6.5924,-132.9770,0.6450
