Centre_X,Centre_Y,Roundness_Min
-6.3147,125.2350,86.7447
6.6083,12.2679,87.7312
-135.6720,-3.8575,86.3779
-6.3285,-3.8692,87.7971
135.9515,-3.8861,35.4636
6.5924,-132.9770,79.9839
