Centre_X,Centre_Y,Diameter_Min
-6.3147,125.2350,18.5940
6.6083,12.2679,18.4738
-135.6720,-3.8575,18.1083
-6.3285,-3.8692,18.4738
135.9515,-3.8861,8.4069
6.5924,-132.9770,18.6794
