Centre_X,Centre_Y,Diameter_Max
-6.3147,125.2350,21.9471
6.6083,12.2679,20.9375
-135.6720,-3.8575,20.6466
-6.3285,-3.8692,24.8262
135.9515,-3.8861,21.2919
6.5924,-132.9770,25.0051
