Centre_X,Centre_Y,LargestVoidPercent
-6.3147,125.2350,0.0000
6.6083,12.2679,0.0000
-135.6720,-3.8575,0.0000
-6.3285,-3.8692,0.0000
135.9515,-3.8861,0.0000
6.5924,-132.9770,0.0000
