Centre_X,Centre_Y,DieId
-2.2265455,141.8475,165
144.0085,5.442925,2444
-15.98265,5.49631,2479
-143.976,-2.256497,2639
11.44002,-10.09688,2737
2.2568745,-138.6625,4918
