Centre_X,Centre_Y,LargestVoidPercent
-2.2265,141.8475,0.0000
144.0085,5.4429,0.0000
-15.9827,5.4963,0.0000
-143.9760,-2.2565,0.0000
11.4400,-10.0969,0.0000
2.2569,-138.6625,0.0000
