Centre_X,Centre_Y,Diameter_Max
-2.2265,141.8475,86.4026
144.0085,5.4429,102.8560
-15.9827,5.4963,84.6610
-143.9760,-2.2565,86.2865
11.4400,-10.0969,84.1519
2.2569,-138.6625,84.5594
